cusip_id,month_year,log_returns
00138GAB5,2023-07,0.0
00138GAB5,2023-08,0.0
00138GAB5,2023-09,0.0
00138GAC3,2015-04,0.0
00138GAC3,2015-05,0.0
00138GAC3,2015-06,0.0
00138GAC3,2015-07,0.0
00138GAC3,2015-08,0.0
00138GAC3,2015-09,0.0
00138GAC3,2015-10,0.0
00138GAC3,2015-11,0.0
00138GAC3,2015-12,0.0
00138GAC3,2016-01,0.0
00138GAC3,2016-02,0.0
00138GAC3,2016-03,0.0
00138GAC3,2016-04,0.0
00138GAC3,2016-05,0.0
00138GAC3,2016-06,0.0
00138GAC3,2016-07,0.0
00138GAC3,2016-08,0.0
00138GAC3,2016-09,0.0
00138GAC3,2016-10,0.0
00138GAC3,2016-11,0.0
00138GAC3,2016-12,0.0
00138GAC3,2017-01,0.0
00138GAC3,2017-02,0.0
00138GAC3,2017-03,0.0
00138GAC3,2017-04,0.0
00138GAC3,2017-05,0.0
00138GAC3,2017-06,0.0
00138GAC3,2017-07,0.0
00138GAC3,2017-08,0.0
00138GAC3,2017-09,0.0
00138GAC3,2017-10,0.02140231800083612
00138GAC3,2017-11,0.0
00138GAC3,2017-12,0.00703351130206786
00138GAC3,2018-01,0.0
00138GAC3,2018-02,0.0
00138GAC3,2018-03,0.0
00138GAC3,2018-04,0.0
00138GAC3,2018-05,0.0
00138GAC3,2018-06,0.0
00138GAC3,2018-07,0.0
00138GAC3,2018-08,0.0
00138GAC3,2018-09,0.0
00138GAC3,2018-10,0.0
00138GAC3,2018-11,0.0
00138GAC3,2018-12,0.0
00138GAC3,2019-01,0.0
00138GAC3,2019-02,0.0
00138GAC3,2019-03,0.0
00138GAC3,2019-04,-0.14797621078630135
00138GAC3,2019-05,0.0
00138GAC3,2019-06,0.0
00138GAC3,2019-07,0.06964166348725573
00138GAC3,2019-08,0.0
00138GAC3,2019-09,0.0
00138GAC3,2019-10,0.0
00138GAC3,2019-11,0.0
00138GAC3,2019-12,0.022485138094480408
00138GAC3,2020-01,0.05057891900118888
00138GAC3,2020-02,0.0
00138GAC3,2020-03,0.0
00138GAC3,2020-04,0.0
00138GAC3,2020-05,0.0
00138GAC3,2020-06,0.0
00138GAC3,2020-07,0.0
00138GAC3,2020-08,0.0
00138GAC3,2020-09,0.0
00138GAC3,2020-10,0.0
00138GAC3,2020-11,0.0
00138GAC3,2020-12,0.0
00138GAC3,2021-01,0.0
00138GAC3,2021-02,0.059825597878790604
00138GAC3,2021-03,0.0
00138GAC3,2021-04,0.0
00138GAC3,2021-05,0.0
00138GAC3,2021-06,0.0
00138GAC3,2021-07,0.0
00138GAC3,2021-08,0.0
00138GAC3,2021-09,0.0
00138GAC3,2021-10,0.0
00138GAC3,2021-11,0.0
00138GAC3,2021-12,0.0
00138GAC3,2022-01,0.0
00138GAC3,2022-02,0.0
00138GAC3,2022-03,0.0
00138GAC3,2022-04,0.0
00138GAC3,2022-05,0.0
00138GAC3,2022-06,0.0
00138GAC3,2022-07,0.0
00138GAC3,2022-08,0.0
00138GAC3,2022-09,0.0
00138GAC3,2022-10,0.0
00138GAC3,2022-11,0.0
00138GAC3,2022-12,0.0
00138GAC3,2023-01,0.0
00138GAC3,2023-02,0.0
00138GAC3,2023-03,0.0
00138GAC3,2023-04,0.0
00138GAC3,2023-05,0.0
00138GAC3,2023-06,0.0
00138GAC3,2023-07,0.0
00138GAC3,2023-08,0.0
00138GAC3,2023-09,0.0
00182EAQ2,2015-01,-0.00011868477502531441
00182EAQ2,2015-02,-0.0006332234748319408
00182EAQ2,2015-03,-0.001059566898049806
00182EAQ2,2015-04,-0.0011896364255298186
00182EAQ2,2015-05,-0.0016082573898018003
00182EAQ2,2015-06,-0.0010736103329061567
00182EAQ2,2015-07,-0.0012938393496490074
00182EAQ2,2015-08,-0.0007372415214910197
00182EAQ2,2015-09,-0.0011567708108380526
00182EAQ2,2015-10,-0.00039420600851283434
00182EAQ2,2015-11,0.0
00182EAQ2,2015-12,0.0
00182EAQ2,2016-01,0.0
00182EAQ2,2016-02,0.0
00182EAQ2,2016-03,0.0
00182EAQ2,2016-04,0.0
00182EAQ2,2016-05,0.0
00182EAQ2,2016-06,0.0
00182EAQ2,2016-07,0.0
00182EAQ2,2016-08,0.0
00182EAQ2,2016-09,0.0
00182EAQ2,2016-10,0.0
00182EAQ2,2016-11,0.0
00182EAQ2,2016-12,0.0
00182EAQ2,2017-01,0.0
00182EAQ2,2017-02,0.0
00182EAQ2,2017-03,0.0
00182EAQ2,2017-04,0.0
00182EAQ2,2017-05,0.0
00182EAQ2,2017-06,0.0
00182EAQ2,2017-07,0.0
00182EAQ2,2017-08,0.0
00182EAQ2,2017-09,0.0
00182EAQ2,2017-10,0.0
00182EAQ2,2017-11,0.0
00182EAQ2,2017-12,0.0
00182EAQ2,2018-01,0.0
00182EAQ2,2018-02,0.0
00182EAQ2,2018-03,0.0
00182EAQ2,2018-04,0.0
00182EAQ2,2018-05,0.0
00182EAQ2,2018-06,0.0
00182EAQ2,2018-07,0.0
00182EAQ2,2018-08,0.0
00182EAQ2,2018-09,0.0
00182EAQ2,2018-10,0.0
00182EAQ2,2018-11,0.0
00182EAQ2,2018-12,0.0
00182EAQ2,2019-01,0.0
00182EAQ2,2019-02,0.0
00182EAQ2,2019-03,0.0
00182EAQ2,2019-04,0.0
00182EAQ2,2019-05,0.0
00182EAQ2,2019-06,0.0
00182EAQ2,2019-07,0.0
00182EAQ2,2019-08,0.0
00182EAQ2,2019-09,0.0
00182EAQ2,2019-10,0.0
00182EAQ2,2019-11,0.0
00182EAQ2,2019-12,0.0
00182EAQ2,2020-01,0.0
00182EAQ2,2020-02,0.0
00182EAQ2,2020-03,0.0
00182EAQ2,2020-04,0.0
00182EAQ2,2020-05,0.0
00182EAQ2,2020-06,0.0
00182EAQ2,2020-07,0.0
00182EAQ2,2020-08,0.0
00182EAQ2,2020-09,0.0
00182EAQ2,2020-10,0.0
00182EAQ2,2020-11,0.0
00182EAQ2,2020-12,0.0
00182EAQ2,2021-01,0.0
00182EAQ2,2021-02,0.0
00182EAQ2,2021-03,0.0
00182EAQ2,2021-04,0.0
00182EAQ2,2021-05,0.0
00182EAQ2,2021-06,0.0
00182EAQ2,2021-07,0.0
00182EAQ2,2021-08,0.0
00182EAQ2,2021-09,0.0
00182EAQ2,2021-10,0.0
00182EAQ2,2021-11,0.0
00182EAQ2,2021-12,0.0
00182EAQ2,2022-01,0.0
00182EAQ2,2022-02,0.0
00182EAQ2,2022-03,0.0
00182EAQ2,2022-04,0.0
00182EAQ2,2022-05,0.0
00182EAQ2,2022-06,0.0
00182EAQ2,2022-07,0.0
00182EAQ2,2022-08,0.0
00182EAQ2,2022-09,0.0
00182EAQ2,2022-10,0.0
00182EAQ2,2022-11,0.0
00182EAQ2,2022-12,0.0
00182EAQ2,2023-01,0.0
00182EAQ2,2023-02,0.0
00182EAQ2,2023-03,0.0
00182EAQ2,2023-04,0.0
00182EAQ2,2023-05,0.0
00182EAQ2,2023-06,0.0
00182EAQ2,2023-07,0.0
00182EAQ2,2023-08,0.0
00182EAQ2,2023-09,0.0
00182EAR0,2015-01,0.0012135350417861463
00182EAR0,2015-02,-0.0008751887062572587
00182EAR0,2015-03,0.0006266334324988653
00182EAR0,2015-04,0.00013919856449112668
00182EAR0,2015-05,-0.0008553831220357845
00182EAR0,2015-06,-0.000846156385334956
00182EAR0,2015-07,-0.0006176483237174727
00182EAR0,2015-08,-4.9826975836779e-05
00182EAR0,2015-09,-0.0010868455381209863
00182EAR0,2015-10,0.000508671107727867
00182EAR0,2015-11,-0.00019944802824497742
00182EAR0,2015-12,-0.0008880264197690339
00182EAR0,2016-01,-0.0008388612950502787
00182EAR0,2016-02,0.0002796986265553576
00182EAR0,2016-03,-0.00027969862655542445
00182EAR0,2016-04,0.0
00182EAR0,2016-05,0.0
00182EAR0,2016-06,0.0
00182EAR0,2016-07,0.0
00182EAR0,2016-08,0.0
00182EAR0,2016-09,0.0
00182EAR0,2016-10,0.0
00182EAR0,2016-11,0.0
00182EAR0,2016-12,0.0
00182EAR0,2017-01,0.0
00182EAR0,2017-02,0.0
00182EAR0,2017-03,0.0
00182EAR0,2017-04,0.0
00182EAR0,2017-05,0.0
00182EAR0,2017-06,0.0
00182EAR0,2017-07,0.0
00182EAR0,2017-08,0.0
00182EAR0,2017-09,0.0
00182EAR0,2017-10,0.0
00182EAR0,2017-11,0.0
00182EAR0,2017-12,0.0
00182EAR0,2018-01,0.0
00182EAR0,2018-02,0.0
00182EAR0,2018-03,0.0
00182EAR0,2018-04,0.0
00182EAR0,2018-05,0.0
00182EAR0,2018-06,0.0
00182EAR0,2018-07,0.0
00182EAR0,2018-08,0.0
00182EAR0,2018-09,0.0
00182EAR0,2018-10,0.0
00182EAR0,2018-11,0.0
00182EAR0,2018-12,0.0
00182EAR0,2019-01,0.0
00182EAR0,2019-02,0.0
00182EAR0,2019-03,0.0
00182EAR0,2019-04,0.0
00182EAR0,2019-05,0.0
00182EAR0,2019-06,0.0
00182EAR0,2019-07,0.0
00182EAR0,2019-08,0.0
00182EAR0,2019-09,0.0
00182EAR0,2019-10,0.0
00182EAR0,2019-11,0.0
00182EAR0,2019-12,0.0
00182EAR0,2020-01,0.0
00182EAR0,2020-02,0.0
00182EAR0,2020-03,0.0
00182EAR0,2020-04,0.0
00182EAR0,2020-05,0.0
00182EAR0,2020-06,0.0
00182EAR0,2020-07,0.0
00182EAR0,2020-08,0.0
00182EAR0,2020-09,0.0
00182EAR0,2020-10,0.0
00182EAR0,2020-11,0.0
00182EAR0,2020-12,0.0
00182EAR0,2021-01,0.0
00182EAR0,2021-02,0.0
00182EAR0,2021-03,0.0
00182EAR0,2021-04,0.0
00182EAR0,2021-05,0.0
00182EAR0,2021-06,0.0
00182EAR0,2021-07,0.0
00182EAR0,2021-08,0.0
00182EAR0,2021-09,0.0
00182EAR0,2021-10,0.0
00182EAR0,2021-11,0.0
00182EAR0,2021-12,0.0
00182EAR0,2022-01,0.0
00182EAR0,2022-02,0.0
00182EAR0,2022-03,0.0
00182EAR0,2022-04,0.0
00182EAR0,2022-05,0.0
00182EAR0,2022-06,0.0
00182EAR0,2022-07,0.0
00182EAR0,2022-08,0.0
00182EAR0,2022-09,0.0
00182EAR0,2022-10,0.0
00182EAR0,2022-11,0.0
00182EAR0,2022-12,0.0
00182EAR0,2023-01,0.0
00182EAR0,2023-02,0.0
00182EAR0,2023-03,0.0
00182EAR0,2023-04,0.0
00182EAR0,2023-05,0.0
00182EAR0,2023-06,0.0
00182EAR0,2023-07,0.0
00182EAR0,2023-08,0.0
00182EAR0,2023-09,0.0
007589AA2,2021-04,-0.009051914917405186
007589AA2,2021-05,0.0036714225464558846
007589AA2,2021-06,0.0075580748668668575
007589AA2,2021-07,0.012471217482435515
007589AA2,2021-08,-0.009411231054151311
007589AA2,2021-09,-0.0103252838032128
007589AA2,2021-10,-0.008051481257441363
007589AA2,2021-11,0.0038824226560965056
007589AA2,2021-12,-0.0040791760762534865
007589AA2,2022-01,-0.023364812415354055
007589AA2,2022-02,-0.03091556067057232
007589AA2,2022-03,-0.026282663120177407
007589AA2,2022-04,-0.04313720771898879
007589AA2,2022-05,0.014610082654822217
007589AA2,2022-06,-0.013305201388336813
007589AA2,2022-07,0.023329692947541628
007589AA2,2022-08,-0.018438922786376207
007589AA2,2022-09,-0.058514942064570266
007589AA2,2022-10,-0.01784184327699233
007589AA2,2022-11,0.03604144181797127
007589AA2,2022-12,-0.007463812985924516
007589AA2,2023-01,0.018835727348289345
007589AA2,2023-02,-0.02847355565068182
007589AA2,2023-03,0.03442023389957058
007589AA2,2023-04,0.004026916576588529
007589AA2,2023-05,-0.01014736434167423
007589AA2,2023-06,-0.0031868431201125084
007589AA2,2023-07,-0.0010811139644357282
007589AA2,2023-08,-0.0038244517709768106
007589AA2,2023-09,-0.019217052387456655
02109TAD4,2019-05,0.0016779119661677452
02109TAD4,2019-06,0.0
02109TAD4,2019-07,0.0
02109TAD4,2019-08,0.024086060167772583
02109TAD4,2019-09,0.0
02109TAD4,2019-10,0.006791522386083787
02109TAD4,2019-11,0.010809122236756641
02109TAD4,2019-12,0.0
02109TAD4,2020-01,0.009152844934750885
02109TAD4,2020-02,0.0
02109TAD4,2020-03,0.0
02109TAD4,2020-04,-0.048585769687371425
02109TAD4,2020-05,0.0
02109TAD4,2020-06,0.0
02109TAD4,2020-07,0.04390246877284186
02109TAD4,2020-08,0.012247193379832474
02109TAD4,2020-09,0.0
02109TAD4,2020-10,0.0
02109TAD4,2020-11,0.0
02109TAD4,2020-12,0.0
02109TAD4,2021-01,0.008005201706867427
02109TAD4,2021-02,-0.0016032939435650238
02109TAD4,2021-03,0.0
02109TAD4,2021-04,-0.015495763390847125
02109TAD4,2021-05,0.01429708179691659
02109TAD4,2021-06,0.0018435308827600377
02109TAD4,2021-07,0.0067001925698195654
02109TAD4,2021-08,-0.008285424442365982
02109TAD4,2021-09,0.0
02109TAD4,2021-10,0.0
02109TAD4,2021-11,-0.028327034464698565
02109TAD4,2021-12,0.0
02109TAD4,2022-01,-0.036231471714838065
02109TAD4,2022-02,0.0
02109TAD4,2022-03,-1.606490593586824
02109TAD4,2022-04,0.0
02109TAD4,2022-05,0.0
02109TAD4,2022-06,-0.6046041751502046
02109TAD4,2022-07,0.0
02109TAD4,2022-08,0.0
02109TAD4,2022-09,0.0
02109TAD4,2022-10,0.0
02109TAD4,2022-11,0.0
02109TAD4,2022-12,0.0
02109TAD4,2023-01,0.0
02109TAD4,2023-02,0.0
02109TAD4,2023-03,0.0
02109TAD4,2023-04,0.0
02109TAD4,2023-05,0.0
02109TAD4,2023-06,0.0
02109TAD4,2023-07,0.0
02109TAD4,2023-08,0.0
02109TAD4,2023-09,0.0
025816CN7,2021-12,6.508025792672091e-05
025816CN7,2022-01,-0.026977604544660576
025816CN7,2022-02,-0.012020380237218655
025816CN7,2022-03,-0.02514704598260859
025816CN7,2022-04,-0.019569704385176214
025816CN7,2022-05,0.0
025816CN7,2022-06,0.0
025816CN7,2022-07,0.0
025816CN7,2022-08,0.0
025816CN7,2022-09,0.0
025816CN7,2022-10,0.0
025816CN7,2022-11,0.0
025816CN7,2022-12,0.0
025816CN7,2023-01,0.0
025816CN7,2023-02,0.0
025816CN7,2023-03,0.0
025816CN7,2023-04,0.0
025816CN7,2023-05,0.0
025816CN7,2023-06,0.0
025816CN7,2023-07,0.0
025816CN7,2023-08,0.0
025816CN7,2023-09,0.0
02666QJ61,2015-01,-0.023934984646050136
02666QJ61,2015-02,0.020701576427048497
02666QJ61,2015-03,-0.0039153569706352745
02666QJ61,2015-04,0.001303582441614238
02666QJ61,2015-05,0.00044710693404168976
02666QJ61,2015-06,-0.005916013999336365
02666QJ61,2015-07,-0.002711403743124339
02666QJ61,2015-08,-9.802223805671943e-05
02666QJ61,2015-09,0.0003626342970899537
02666QJ61,2015-10,-0.001264889997395817
02666QJ61,2015-11,-0.0015121218077076355
02666QJ61,2015-12,-0.006120889042333518
02666QJ61,2016-01,-0.0027126401828605103
02666QJ61,2016-02,0.0036415613177189126
02666QJ61,2016-03,-0.005682868125048138
02666QJ61,2016-04,0.0023783119581072213
02666QJ61,2016-05,-0.000862563320512688
02666QJ61,2016-06,-0.002144758742534429
02666QJ61,2016-07,-0.0009845538562227795
02666QJ61,2016-08,-0.0018224888151238605
02666QJ61,2016-09,-0.0006551144947954086
02666QJ61,2016-10,0.0
02666QJ61,2016-11,0.0
02666QJ61,2016-12,0.0
02666QJ61,2017-01,0.0
02666QJ61,2017-02,0.0
02666QJ61,2017-03,0.0
02666QJ61,2017-04,0.0
02666QJ61,2017-05,0.0
02666QJ61,2017-06,0.0
02666QJ61,2017-07,0.0
02666QJ61,2017-08,0.0
02666QJ61,2017-09,0.0
02666QJ61,2017-10,0.0
02666QJ61,2017-11,0.0
02666QJ61,2017-12,0.0
02666QJ61,2018-01,0.0
02666QJ61,2018-02,0.0
02666QJ61,2018-03,0.0
02666QJ61,2018-04,0.0
02666QJ61,2018-05,0.0
02666QJ61,2018-06,0.0
02666QJ61,2018-07,0.0
02666QJ61,2018-08,0.0
02666QJ61,2018-09,0.0
02666QJ61,2018-10,0.0
02666QJ61,2018-11,0.0
02666QJ61,2018-12,0.0
02666QJ61,2019-01,0.0
02666QJ61,2019-02,0.0
02666QJ61,2019-03,0.0
02666QJ61,2019-04,0.0
02666QJ61,2019-05,0.0
02666QJ61,2019-06,0.0
02666QJ61,2019-07,0.0
02666QJ61,2019-08,0.0
02666QJ61,2019-09,0.0
02666QJ61,2019-10,0.0
02666QJ61,2019-11,0.0
02666QJ61,2019-12,0.0
02666QJ61,2020-01,0.0
02666QJ61,2020-02,0.0
02666QJ61,2020-03,0.0
02666QJ61,2020-04,0.0
02666QJ61,2020-05,0.0
02666QJ61,2020-06,0.0
02666QJ61,2020-07,0.0
02666QJ61,2020-08,0.0
02666QJ61,2020-09,0.0
02666QJ61,2020-10,0.0
02666QJ61,2020-11,0.0
02666QJ61,2020-12,0.0
02666QJ61,2021-01,0.0
02666QJ61,2021-02,0.0
02666QJ61,2021-03,0.0
02666QJ61,2021-04,0.0
02666QJ61,2021-05,0.0
02666QJ61,2021-06,0.0
02666QJ61,2021-07,0.0
02666QJ61,2021-08,0.0
02666QJ61,2021-09,0.0
02666QJ61,2021-10,0.0
02666QJ61,2021-11,0.0
02666QJ61,2021-12,0.0
02666QJ61,2022-01,0.0
02666QJ61,2022-02,0.0
02666QJ61,2022-03,0.0
02666QJ61,2022-04,0.0
02666QJ61,2022-05,0.0
02666QJ61,2022-06,0.0
02666QJ61,2022-07,0.0
02666QJ61,2022-08,0.0
02666QJ61,2022-09,0.0
02666QJ61,2022-10,0.0
02666QJ61,2022-11,0.0
02666QJ61,2022-12,0.0
02666QJ61,2023-01,0.0
02666QJ61,2023-02,0.0
02666QJ61,2023-03,0.0
02666QJ61,2023-04,0.0
02666QJ61,2023-05,0.0
02666QJ61,2023-06,0.0
02666QJ61,2023-07,0.0
02666QJ61,2023-08,0.0
02666QJ61,2023-09,0.0
02666TAC1,2021-06,0.0
02666TAC1,2021-07,0.0
02666TAC1,2021-08,0.0
02666TAC1,2021-09,0.0
02666TAC1,2021-10,0.0
02666TAC1,2021-11,0.0
02666TAC1,2021-12,0.0
02666TAC1,2022-01,0.0
02666TAC1,2022-02,0.0
02666TAC1,2022-03,0.0
02666TAC1,2022-04,0.0
02666TAC1,2022-05,0.0
02666TAC1,2022-06,0.0
02666TAC1,2022-07,0.0
02666TAC1,2022-08,0.0
02666TAC1,2022-09,0.0
02666TAC1,2022-10,0.0
02666TAC1,2022-11,0.0
02666TAC1,2022-12,0.0
02666TAC1,2023-01,0.0
02666TAC1,2023-02,0.0
02666TAC1,2023-03,0.0
02666TAC1,2023-04,0.0
02666TAC1,2023-05,0.0
02666TAC1,2023-06,0.0
02666TAC1,2023-07,0.0
02666TAC1,2023-08,0.0
02666TAC1,2023-09,0.0
02666TAD9,2021-06,0.0
02666TAD9,2021-07,0.0
02666TAD9,2021-08,0.0
02666TAD9,2021-09,0.0
02666TAD9,2021-10,0.0
02666TAD9,2021-11,0.0
02666TAD9,2021-12,0.0
02666TAD9,2022-01,0.0
02666TAD9,2022-02,0.0
02666TAD9,2022-03,0.0
02666TAD9,2022-04,0.0
02666TAD9,2022-05,0.0
02666TAD9,2022-06,0.0
02666TAD9,2022-07,0.0
02666TAD9,2022-08,0.0
02666TAD9,2022-09,0.0
02666TAD9,2022-10,0.0
02666TAD9,2022-11,0.0
02666TAD9,2022-12,0.0
02666TAD9,2023-01,0.0
02666TAD9,2023-02,0.0
02666TAD9,2023-03,0.0
02666TAD9,2023-04,0.0
02666TAD9,2023-05,0.0
02666TAD9,2023-06,0.0
02666TAD9,2023-07,0.0
02666TAD9,2023-08,0.0
02666TAD9,2023-09,0.0
03073EAS4,2021-03,0.0
03073EAS4,2021-04,0.0
03073EAS4,2021-05,0.0
03073EAS4,2021-06,0.0
03073EAS4,2021-07,0.0
03073EAS4,2021-08,0.0
03073EAS4,2021-09,0.0
03073EAS4,2021-10,0.0
03073EAS4,2021-11,0.0
03073EAS4,2021-12,0.0
03073EAS4,2022-01,0.0
03073EAS4,2022-02,0.0
03073EAS4,2022-03,0.0
03073EAS4,2022-04,0.0
03073EAS4,2022-05,0.0
03073EAS4,2022-06,0.0
03073EAS4,2022-07,0.0
03073EAS4,2022-08,0.0
03073EAS4,2022-09,0.0
03073EAS4,2022-10,0.0
03073EAS4,2022-11,0.0
03073EAS4,2022-12,0.0
03073EAS4,2023-01,0.0
03073EAS4,2023-02,0.0
03073EAS4,2023-03,0.0
03073EAS4,2023-04,0.0
03073EAS4,2023-05,0.0
03073EAS4,2023-06,0.0
03073EAS4,2023-07,0.0
03073EAS4,2023-08,0.0
03073EAS4,2023-09,0.0
03522AAE0,2018-12,-0.025171543176947225
03522AAE0,2019-01,0.03327829119448311
03522AAE0,2019-02,0.004647248419602002
03522AAE0,2019-03,0.032797577934301915
03522AAE0,2019-04,0.01600403423545085
03522AAE0,2019-05,0.00988128463084046
03522AAE0,2019-06,0.0
03522AAE0,2019-07,0.0
03522AAE0,2019-08,0.11435424170280431
03522AAE0,2019-09,0.0
03522AAE0,2019-10,0.0
03522AAE0,2019-11,0.0
03522AAE0,2019-12,0.0093759986237449
03522AAE0,2020-01,0.0
03522AAE0,2020-02,-0.03778468615938983
03522AAE0,2020-03,0.0
03522AAE0,2020-04,0.0
03522AAE0,2020-05,0.0
03522AAE0,2020-06,0.0
03522AAE0,2020-07,0.0
03522AAE0,2020-08,0.0
03522AAE0,2020-09,0.0
03522AAE0,2020-10,0.0
03522AAE0,2020-11,0.0
03522AAE0,2020-12,0.0
03522AAE0,2021-01,0.03703748918670236
03522AAE0,2021-02,0.0
03522AAE0,2021-03,0.0
03522AAE0,2021-04,-0.00862880165105744
03522AAE0,2021-05,0.0
03522AAE0,2021-06,0.0
03522AAE0,2021-07,0.0
03522AAE0,2021-08,0.0
03522AAE0,2021-09,0.0
03522AAE0,2021-10,0.0
03522AAE0,2021-11,0.0
03522AAE0,2021-12,0.0
03522AAE0,2022-01,0.0
03522AAE0,2022-02,0.0
03522AAE0,2022-03,0.0
03522AAE0,2022-04,0.0
03522AAE0,2022-05,0.0
03522AAE0,2022-06,0.0
03522AAE0,2022-07,0.0
03522AAE0,2022-08,0.0
03522AAE0,2022-09,0.0
03522AAE0,2022-10,0.0
03522AAE0,2022-11,0.0
03522AAE0,2022-12,0.0
03522AAE0,2023-01,0.0
03522AAE0,2023-02,0.0
03522AAE0,2023-03,0.0
03522AAE0,2023-04,0.0
03522AAE0,2023-05,0.0
03522AAE0,2023-06,0.0
03522AAE0,2023-07,0.0
03522AAE0,2023-08,0.0
03522AAE0,2023-09,0.0
03522AAF7,2018-12,-0.02064138432662023
03522AAF7,2019-01,0.03145611462540684
03522AAF7,2019-02,0.0023611303302348294
03522AAF7,2019-03,0.04673555328519394
03522AAF7,2019-04,0.010405106182793044
03522AAF7,2019-05,0.008975129499354719
03522AAF7,2019-06,0.0
03522AAF7,2019-07,-0.007660002737052131
03522AAF7,2019-08,0.0
03522AAF7,2019-09,0.0
03522AAF7,2019-10,0.0
03522AAF7,2019-11,0.0
03522AAF7,2019-12,0.0
03522AAF7,2020-01,0.0
03522AAF7,2020-02,0.0
03522AAF7,2020-03,0.0
03522AAF7,2020-04,0.0
03522AAF7,2020-05,0.0
03522AAF7,2020-06,0.0
03522AAF7,2020-07,0.0
03522AAF7,2020-08,0.0
03522AAF7,2020-09,0.0
03522AAF7,2020-10,0.0
03522AAF7,2020-11,0.0
03522AAF7,2020-12,0.0
03522AAF7,2021-01,0.0
03522AAF7,2021-02,0.0
03522AAF7,2021-03,0.0
03522AAF7,2021-04,0.0
03522AAF7,2021-05,0.0
03522AAF7,2021-06,0.0
03522AAF7,2021-07,0.0
03522AAF7,2021-08,0.0
03522AAF7,2021-09,0.0
03522AAF7,2021-10,0.0
03522AAF7,2021-11,0.0
03522AAF7,2021-12,0.0
03522AAF7,2022-01,0.0
03522AAF7,2022-02,0.0
03522AAF7,2022-03,0.0
03522AAF7,2022-04,0.0
03522AAF7,2022-05,0.0
03522AAF7,2022-06,0.0
03522AAF7,2022-07,0.0
03522AAF7,2022-08,0.0
03522AAF7,2022-09,0.0
03522AAF7,2022-10,0.0
03522AAF7,2022-11,0.0
03522AAF7,2022-12,0.0
03522AAF7,2023-01,0.0
03522AAF7,2023-02,0.0
